t,area,nCasesByAge_1,nCasesByAge_2,nCasesByAge_3,nCasesByAge_4,nCasesByAge_5,nCasesByAge_6,nCasesByAge_7,nCasesByAge_8,nCasesByAge_9,nCasesByAge_10,nHospByAge_DOR_1,nHospByAge_DOR_2,nHospByAge_DOR_3,nHospByAge_DOR_4,nHospByAge_DOR_5,nHospByAge_DOR_6,nHospByAge_DOR_7,nHospByAge_DOR_8,nHospByAge_DOR_9,nHospByAge_DOR_10,nHospByAge_DOA_1,nHospByAge_DOA_2,nHospByAge_DOA_3,nHospByAge_DOA_4,nHospByAge_DOA_5,nHospByAge_DOA_6,nHospByAge_DOA_7,nHospByAge_DOA_8,nHospByAge_DOA_9,nHospByAge_DOA_10,nDiscByAge_1,nDiscByAge_2,nDiscByAge_3,nDiscByAge_4,nDiscByAge_5,nDiscByAge_6,nDiscByAge_7,nDiscByAge_8,nDiscByAge_9,nDiscByAge_10
07-Nov-2022,National,241,440,512,616,560,575,468,331,147,23,5,4,3,6,2,6,18,15,20,4,3,2,3,6,3,3,11,10,14,3,5,1,6,3,6,5,16,12,15,7
08-Nov-2022,National,217,359,555,570,502,467,432,299,138,31,3,0,5,7,5,7,11,14,14,5,7,3,7,8,3,5,10,12,17,3,2,3,8,4,5,5,5,20,14,3
09-Nov-2022,National,220,329,518,605,520,467,431,292,95,27,8,2,6,6,6,8,7,16,5,5,9,1,2,6,4,5,6,17,19,4,4,3,2,5,4,8,12,18,20,7
10-Nov-2022,National,211,301,458,459,464,491,401,274,92,27,8,0,4,2,5,4,9,20,11,10,8,1,7,4,7,5,7,16,12,6,11,0,3,4,5,2,6,12,15,6
11-Nov-2022,National,177,264,347,455,364,419,376,240,114,20,5,9,6,5,1,3,11,13,16,3,4,5,3,1,1,2,7,11,10,3,4,4,4,3,1,11,11,17,22,8
12-Nov-2022,National,157,194,288,358,313,283,258,188,60,7,5,2,4,9,3,6,4,12,12,1,6,3,5,5,1,5,4,11,7,1,3,0,5,7,1,4,6,8,7,4
13-Nov-2022,National,160,253,338,429,405,372,304,191,53,11,10,0,1,2,3,4,7,11,10,1,10,0,1,6,3,5,8,10,8,4,5,3,1,3,2,4,5,3,2,2
14-Nov-2022,National,275,397,540,715,627,633,520,370,180,27,10,1,5,6,3,6,11,16,17,5,8,0,3,6,5,5,9,17,17,2,8,2,4,7,6,4,11,22,17,6
15-Nov-2022,National,199,361,602,682,534,563,473,297,111,23,9,2,2,4,4,5,8,10,8,2,7,2,3,3,3,4,6,8,3,3,10,1,3,6,3,3,13,15,18,9
16-Nov-2022,National,210,302,610,681,532,513,466,275,79,15,3,0,3,5,6,4,6,17,12,5,8,1,4,4,2,8,16,16,17,7,7,2,2,4,3,5,6,8,17,7
17-Nov-2022,National,151,246,498,543,423,402,332,198,63,17,2,0,0,2,2,1,6,4,2,2,4,3,3,6,3,3,18,8,8,3,2,0,2,5,2,3,10,13,10,6
18-Nov-2022,National,309,353,518,650,534,600,619,481,223,40,12,4,6,4,6,13,27,26,26,11,6,0,4,2,3,8,10,15,14,7,8,2,5,3,5,7,17,20,9,2
19-Nov-2022,National,143,205,330,396,345,334,338,206,66,13,2,1,4,4,6,6,11,10,9,5,3,3,2,5,9,5,12,11,10,4,3,2,4,6,6,7,15,9,6,3
20-Nov-2022,National,160,241,422,479,391,346,325,215,62,14,9,0,4,4,3,3,8,14,5,2,7,1,5,6,4,7,9,14,8,2,7,3,5,6,5,6,10,12,5,0
21-Nov-2022,National,288,434,794,793,651,647,580,365,162,39,6,3,6,6,2,8,23,10,17,3,6,3,7,5,3,7,12,14,9,1,7,2,6,5,5,7,8,19,20,8
22-Nov-2022,National,282,408,791,833,621,613,494,374,147,25,7,0,5,8,1,8,11,16,14,6,4,0,2,8,2,8,14,15,11,4,5,2,3,6,4,9,19,15,21,5
23-Nov-2022,National,249,381,783,714,596,582,507,351,112,22,2,1,3,9,2,6,10,11,15,7,5,1,2,10,3,3,11,9,13,6,5,1,4,4,3,10,11,13,19,3
24-Nov-2022,National,239,389,646,698,523,585,437,264,120,15,7,0,5,5,1,7,9,10,12,4,7,0,7,4,1,8,9,13,12,2,9,0,4,7,2,11,11,22,17,2
25-Nov-2022,National,215,307,576,544,459,529,434,332,126,25,10,1,2,7,2,4,4,13,8,5,12,2,4,8,4,4,4,12,7,3,9,0,4,8,3,4,8,10,14,7
26-Nov-2022,National,178,221,391,472,417,360,334,255,75,9,4,3,2,2,1,1,5,10,6,1,2,2,2,3,1,2,5,7,4,3,8,3,3,7,6,3,7,7,5,3
27-Nov-2022,National,176,307,543,573,463,484,371,204,94,10,0,1,2,0,1,0,0,5,5,0,2,1,3,1,0,0,1,5,2,0,12,2,11,10,3,17,40,64,69,29
